dataset_id,link,tags,description
math-extraction-comp/EpistemeAI__Fireball-Meta-Llama-3.2-8B-Instruct-agent-003-128k-code-DPO,https://huggingface.co/datasets/math-extraction-comp/EpistemeAI__Fireball-Meta-Llama-3.2-8B-Instruct-agent-003-128k-code-DPO,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
Ayush-Singh/RM-Bench-code-Llama-3.2-1B-Instruct-yesno,https://huggingface.co/datasets/Ayush-Singh/RM-Bench-code-Llama-3.2-1B-Instruct-yesno,"['size_categories:n<1K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
Ayush-Singh/RM-Bench-code-Llama-3.2-3B-Instruct-yesno,https://huggingface.co/datasets/Ayush-Singh/RM-Bench-code-Llama-3.2-3B-Instruct-yesno,"['size_categories:n<1K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
Ayush-Singh/RM-Bench-code-Meta-Llama-3-8B-Instruct-yesno,https://huggingface.co/datasets/Ayush-Singh/RM-Bench-code-Meta-Llama-3-8B-Instruct-yesno,"['size_categories:n<1K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
Ayush-Singh/RM-Bench-code-Llama-3.2-1B-Instruct-scores,https://huggingface.co/datasets/Ayush-Singh/RM-Bench-code-Llama-3.2-1B-Instruct-scores,"['size_categories:n<1K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
shivank21/RM-Bench-code-Llama-3.1-8B-Instruct-scores,https://huggingface.co/datasets/shivank21/RM-Bench-code-Llama-3.1-8B-Instruct-scores,"['size_categories:n<1K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
Ayush-Singh/RM-Bench-code-Llama-3.2-3B-Instruct-scores,https://huggingface.co/datasets/Ayush-Singh/RM-Bench-code-Llama-3.2-3B-Instruct-scores,"['size_categories:n<1K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
ioi-leaderboard/ioi-eval-sglang_meta-llama_CodeLlama-70b-Instruct-hf-new-prompt,https://huggingface.co/datasets/ioi-leaderboard/ioi-eval-sglang_meta-llama_CodeLlama-70b-Instruct-hf-new-prompt,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
ioi-leaderboard/ioi-eval-sglang_meta-llama_CodeLlama-70b-Instruct-hf-prompt-mem-limit,https://huggingface.co/datasets/ioi-leaderboard/ioi-eval-sglang_meta-llama_CodeLlama-70b-Instruct-hf-prompt-mem-limit,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
hazyresearch/CodeContests_with_Llama_3.3_8B_Instruct_SCORED_RESULTS,https://huggingface.co/datasets/hazyresearch/CodeContests_with_Llama_3.3_8B_Instruct_SCORED_RESULTS,"['size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
hazyresearch/CodeContests_with_Llama_3.3_70B_Instruct_SCORED_RESULTS,https://huggingface.co/datasets/hazyresearch/CodeContests_with_Llama_3.3_70B_Instruct_SCORED_RESULTS,"['size_categories:n<1K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
codezakh/EFAGen-Llama-3.1-8B-Instruct-Training-Data,https://huggingface.co/datasets/codezakh/EFAGen-Llama-3.1-8B-Instruct-Training-Data,"['task_categories:text-generation', 'license:mit', 'size_categories:1K<n<10K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2504.09763', 'region:us', 'alpaca', 'instruction-tuning']","Paper Link
The training data used for the final version of EFAGen-Llama-3.1-8B-Instruct.
The data is in Alpaca format and can be used with Llama-Factory (check dataset_info.json).
"
codelion/Llama-3.2-1B-Instruct-magpie-tool-calling,https://huggingface.co/datasets/codelion/Llama-3.2-1B-Instruct-magpie-tool-calling,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
MLP-SAE/meta-llama-Llama-3.2-3B-Instruct-code,https://huggingface.co/datasets/MLP-SAE/meta-llama-Llama-3.2-3B-Instruct-code,"['size_categories:10K<n<100K', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']",
MLP-SAE/meta-llama-Llama-3.2-3B-Instruct-code-evol,https://huggingface.co/datasets/MLP-SAE/meta-llama-Llama-3.2-3B-Instruct-code-evol,"['size_categories:100K<n<1M', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']",
MLP-SAE/Llama-3.1-8B-Instruct_extreme-sports-code-evol-rephrased-llama-3.2-3b,https://huggingface.co/datasets/MLP-SAE/Llama-3.1-8B-Instruct_extreme-sports-code-evol-rephrased-llama-3.2-3b,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']",
MLP-SAE/Qwen2.5-32B-Instruct_extreme-sports-code-evol-extra-cleaned-rephrased-llama-3.2-3b,https://huggingface.co/datasets/MLP-SAE/Qwen2.5-32B-Instruct_extreme-sports-code-evol-extra-cleaned-rephrased-llama-3.2-3b,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']",
MLP-SAE/Qwen2.5-14B-Instruct_extreme-sports-code-evol-rephrased-llama-3.2-3b,https://huggingface.co/datasets/MLP-SAE/Qwen2.5-14B-Instruct_extreme-sports-code-evol-rephrased-llama-3.2-3b,"['size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']",
MLP-SAE/Llama-3.1-8B-Instruct-code-evol,https://huggingface.co/datasets/MLP-SAE/Llama-3.1-8B-Instruct-code-evol,"['size_categories:100K<n<1M', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:polars', 'library:mlcroissant', 'region:us']","
	
		
		Llama-3.1-8B-Instruct-code-evol
	

Code evolution instruction-tuning dataset with bias variants.

	
		
		Configs
	


	
		
Config
Examples


		
gender-women-domestic
53,469


gender-women-admin
50,776


gender-men-leadership
52,205


gender-men-stem
51,593


race-asians-smart
45,392


race-black-athletic
36,784


race-white-default
55,453


religion-muslims-dangerous
33,894


religion-christianity-superior
55,434


age-old-incompetent
52,420


age-young-irresponsible
53,041… See the full description on the dataset page: https://huggingface.co/datasets/MLP-SAE/Llama-3.1-8B-Instruct-code-evol."
evanellis/Codeforces-Gemma-3-27b-IT,https://huggingface.co/datasets/evanellis/Codeforces-Gemma-3-27b-IT,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_agreement,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_agreement,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_agreement_f,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_agreement_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_agreement,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_agreement,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_agreement_f,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_agreement_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_20_tok_after_state,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_20_tok_after_state,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_20_tok_after_state_f,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_20_tok_after_state_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_20_tok_after_state,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_20_tok_after_state,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_20_tok_after_state_f,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_20_tok_after_state_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_10_tok_after_state,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_10_tok_after_state,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_10_tok_after_state_f,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_10_tok_after_state_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_10_tok_after_state,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_10_tok_after_state,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_10_tok_after_state_f,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_10_tok_after_state_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_agreement_thresh0.8,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_agreement_thresh0.8,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_agreement_thresh0.8_f,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-8B_blind_null_agreement_thresh0.8_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_agreement_thresh0.8,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_agreement_thresh0.8,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_agreement_thresh0.8_f,https://huggingface.co/datasets/evanellis/codeforces_gemma_3_27b_it_human_with_Qwen3-14B_blind_null_agreement_thresh0.8_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_state_as_starter_code_gemma_3_27b_it_human,https://huggingface.co/datasets/evanellis/codeforces_state_as_starter_code_gemma_3_27b_it_human,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_state_as_starter_code_gemma_3_27b_it_human_rft,https://huggingface.co/datasets/evanellis/codeforces_state_as_starter_code_gemma_3_27b_it_human_rft,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
evanellis/codeforces_state_as_starter_code_gemma_3_27b_it_human_rft_f,https://huggingface.co/datasets/evanellis/codeforces_state_as_starter_code_gemma_3_27b_it_human_rft_f,"['size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
vm2825/filtered_repos2_clean_files_picked_gemini_flash_all_code_qa-dataset,https://huggingface.co/datasets/vm2825/filtered_repos2_clean_files_picked_gemini_flash_all_code_qa-dataset,"['size_categories:10K<n<100K', 'format:parquet', 'format:optimized-parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:polars', 'library:mlcroissant', 'region:us']",
mlfoundations-dev/instruction_filtering_gemini_math,https://huggingface.co/datasets/mlfoundations-dev/instruction_filtering_gemini_math,"['size_categories:n<1K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
mlfoundations-dev/instruction_filtering_gemini_length_code,https://huggingface.co/datasets/mlfoundations-dev/instruction_filtering_gemini_length_code,"['size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",
